"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu202",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat-202.csv --noheaders",,,,"Date:","19 Dec 2016 17:09:22 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
12.834,1.525,83.482,0.0,0.0,2.160,0.0,0.0,0.0,0.0,2751905.0,2619141.0,30361.0,65778.0,277635072.0,49598464.0,225226752.0,11932856320.0
13.181,1.141,83.143,0.127,0.0,2.408,0.0,36864.0,0.0,0.0,2771522.0,2636756.0,31601.0,67594.0,279195648.0,49606656.0,225218560.0,11931295744.0
13.104,1.272,83.333,0.0,0.0,2.290,0.0,0.0,0.0,0.0,2760325.0,2624530.0,30867.0,66496.0,281407488.0,49606656.0,225226752.0,11929075712.0
12.452,1.779,83.736,0.0,0.0,2.033,0.0,0.0,0.0,0.0,2743206.0,2608040.0,29505.0,63686.0,282525696.0,49606656.0,225226752.0,11927957504.0
13.836,1.761,82.767,0.0,0.0,1.635,0.0,0.0,0.0,0.0,2761172.0,2626415.0,29975.0,64398.0,283217920.0,49606656.0,225226752.0,11927265280.0
13.579,1.269,83.122,0.0,0.0,2.030,0.0,0.0,0.0,0.0,2758379.0,2624384.0,30457.0,65219.0,285380608.0,49606656.0,225226752.0,11925102592.0
13.711,2.013,82.264,0.252,0.0,1.761,0.0,24576.0,0.0,0.0,2727717.0,2592043.0,30510.0,66661.0,286322688.0,49614848.0,225218560.0,11924160512.0
13.510,1.768,82.576,0.0,0.0,2.146,0.0,0.0,0.0,0.0,2762732.0,2627679.0,30967.0,67614.0,288051200.0,49614848.0,225230848.0,11922419712.0
13.602,1.763,82.872,0.0,0.0,1.763,0.0,0.0,0.0,0.0,2770254.0,2635307.0,31346.0,67521.0,289304576.0,49614848.0,225230848.0,11921166336.0
13.758,0.764,83.567,0.0,0.0,1.911,0.0,0.0,0.0,0.0,2762694.0,2629116.0,30373.0,65773.0,290304000.0,49614848.0,225230848.0,11920166912.0
13.797,1.519,83.165,0.0,0.0,1.519,0.0,0.0,0.0,0.0,2730129.0,2596806.0,29679.0,66282.0,292417536.0,49614848.0,225230848.0,11918053376.0
10.787,2.284,85.660,0.0,0.0,1.269,0.0,0.0,0.0,0.0,2206216.0,2103489.0,26058.0,56638.0,294330368.0,49614848.0,225230848.0,11916140544.0
7.683,1.008,90.176,0.126,0.0,1.008,0.0,86016.0,0.0,0.0,821357.0,784946.0,12410.0,26315.0,293912576.0,49623040.0,225230848.0,11916550144.0
12.392,2.107,83.147,0.0,0.0,2.354,0.0,0.0,0.0,0.0,2156284.0,2040205.0,23413.0,49735.0,296587264.0,49623040.0,225230848.0,11913875456.0
13.927,1.506,82.811,0.0,0.0,1.757,0.0,0.0,0.0,0.0,2741994.0,2605859.0,28882.0,62261.0,298045440.0,49623040.0,225230848.0,11912417280.0
13.367,1.513,82.598,0.0,0.0,2.522,0.0,0.0,0.0,0.0,2705993.0,2571624.0,31419.0,67538.0,300687360.0,49623040.0,225230848.0,11909775360.0
14.375,1.875,81.750,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2739846.0,2599803.0,29734.0,64389.0,302735360.0,49623040.0,225230848.0,11907727360.0
13.148,1.391,82.680,0.253,0.0,2.528,0.0,20480.0,0.0,0.0,2771085.0,2636602.0,27663.0,60141.0,304328704.0,49631232.0,225222656.0,11906134016.0
12.879,0.126,86.490,0.0,0.0,0.505,0.0,0.0,0.0,0.0,674178.0,650121.0,10524.0,19732.0,303861760.0,49631232.0,225234944.0,11906588672.0
12.657,0.125,86.967,0.0,0.0,0.251,0.0,0.0,0.0,0.0,76543.0,79888.0,2889.0,4245.0,303214592.0,49631232.0,225243136.0,11907227648.0
12.531,0.0,87.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17289.0,18620.0,1257.0,2103.0,303206400.0,49631232.0,225243136.0,11907235840.0
12.657,0.125,87.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17637.0,18620.0,1321.0,4935.0,303214592.0,49631232.0,225243136.0,11907227648.0
12.641,0.0,87.359,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,17289.0,18620.0,1211.0,2187.0,303206400.0,49631232.0,225243136.0,11907235840.0
12.563,0.0,87.186,0.251,0.0,0.0,0.0,32768.0,0.0,0.0,17381.0,18728.0,1235.0,2130.0,303198208.0,49639424.0,225243136.0,11907235840.0
12.609,0.125,87.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17349.0,18696.0,1285.0,2110.0,303198208.0,49639424.0,225243136.0,11907235840.0
12.641,0.125,87.109,0.0,0.0,0.125,0.0,0.0,0.0,0.0,17289.0,18620.0,1469.0,2733.0,303206400.0,49639424.0,225243136.0,11907227648.0
12.782,0.0,87.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21692.0,20675.0,1601.0,3199.0,303214592.0,49639424.0,225243136.0,11907219456.0
12.782,0.125,87.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17289.0,18620.0,1656.0,2972.0,303214592.0,49639424.0,225243136.0,11907219456.0
12.516,0.125,87.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17843.0,18620.0,1409.0,2147.0,303222784.0,49639424.0,225243136.0,11907211264.0
12.547,0.0,87.202,0.251,0.0,0.0,0.0,16384.0,0.0,0.0,17289.0,18620.0,1306.0,2182.0,303222784.0,49647616.0,225234944.0,11907211264.0
12.641,0.0,87.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17289.0,18636.0,1369.0,2198.0,303239168.0,49647616.0,225243136.0,11907186688.0
