"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat-203.csv --noheaders",,,,"Date:","19 Dec 2016 17:09:48 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
0.751,0.375,98.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,11980.0,1279.0,3067.0,256548864.0,32407552.0,226131968.0,11970228224.0
0.499,0.499,99.001,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,9967.0,12352.0,1196.0,2743.0,256393216.0,32407552.0,226136064.0,11970379776.0
0.625,0.125,98.875,0.250,0.0,0.125,0.0,28672.0,0.0,0.0,14229.0,13608.0,1182.0,2734.0,256385024.0,32415744.0,226136064.0,11970379776.0
0.250,0.125,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14096.0,14051.0,830.0,1949.0,256385024.0,32415744.0,226136064.0,11970379776.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.0,11980.0,722.0,1932.0,256393216.0,32415744.0,226136064.0,11970371584.0
0.125,0.250,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.0,11980.0,711.0,1790.0,256393216.0,32415744.0,226136064.0,11970371584.0
0.250,0.125,99.625,0.0,0.0,0.0,0.0,45056.0,0.0,0.0,10395.0,12724.0,695.0,1813.0,256393216.0,32415744.0,226136064.0,11970371584.0
0.125,0.0,99.373,0.502,0.0,0.0,0.0,20480.0,0.0,0.0,10247.0,11996.0,794.0,1775.0,256393216.0,32423936.0,226127872.0,11970371584.0
0.624,0.250,99.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9759.0,12062.0,859.0,3703.0,256385024.0,32423936.0,226136064.0,11970371584.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.0,11980.0,662.0,1864.0,256385024.0,32423936.0,226136064.0,11970371584.0
