"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu201",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp3-dstat-201.csv --noheaders",,,,"Date:","19 Dec 2016 17:31:39 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
3.283,2.020,93.308,0.0,0.0,1.389,0.0,20480.0,0.0,0.0,1412076.0,1545550.0,11650.0,27171.0,275296256.0,62730240.0,234242048.0,9794904064.0
2.774,1.639,93.947,0.0,0.0,1.639,0.0,0.0,0.0,0.0,1432128.0,1567534.0,10846.0,26548.0,276254720.0,62730240.0,234311680.0,9793875968.0
2.926,1.527,93.511,0.254,0.0,1.781,0.0,24576.0,0.0,0.0,1439254.0,1573809.0,10111.0,24513.0,277291008.0,62738432.0,234373120.0,9792770048.0
2.668,1.017,94.536,0.0,0.0,1.779,0.0,0.0,0.0,0.0,1453868.0,1590070.0,9291.0,22975.0,278913024.0,62738432.0,234450944.0,9791070208.0
2.157,1.396,94.543,0.0,0.0,1.904,0.0,0.0,0.0,0.0,1428835.0,1563952.0,8917.0,22504.0,279691264.0,62738432.0,234520576.0,9790222336.0
2.934,1.020,94.770,0.0,0.0,1.276,0.0,12288.0,0.0,0.0,1439666.0,1575926.0,8861.0,25102.0,280293376.0,62738432.0,234594304.0,9789546496.0
2.911,1.266,94.051,0.0,0.0,1.772,0.0,0.0,0.0,0.0,1405369.0,1538202.0,9429.0,22787.0,281362432.0,62738432.0,234659840.0,9788411904.0
2.886,1.757,93.225,0.251,0.0,1.882,0.0,28672.0,0.0,0.0,1424006.0,1558810.0,9233.0,22548.0,282714112.0,62746624.0,234725376.0,9786986496.0
2.030,1.396,94.416,0.0,0.0,2.157,0.0,0.0,0.0,0.0,1429349.0,1564790.0,9521.0,22793.0,283574272.0,62746624.0,234803200.0,9786048512.0
0.754,0.754,97.487,0.0,0.0,1.005,0.0,0.0,0.0,0.0,462272.0,506159.0,4299.0,9420.0,283480064.0,62746624.0,234876928.0,9786068992.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080.0,12634.0,329.0,927.0,283484160.0,62746624.0,234885120.0,9786056704.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12634.0,314.0,912.0,283451392.0,62746624.0,234885120.0,9786089472.0
1.124,0.375,98.252,0.250,0.0,0.0,0.0,20480.0,0.0,0.0,10020.0,12634.0,1144.0,3229.0,283602944.0,62754816.0,234876928.0,9785937920.0
0.876,0.250,98.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14793.0,14705.0,1009.0,4569.0,283394048.0,62754816.0,234885120.0,9786138624.0
0.375,0.0,99.500,0.0,0.0,0.125,0.0,0.0,0.0,0.0,10294.0,13006.0,488.0,1457.0,283394048.0,62754816.0,234885120.0,9786138624.0
0.125,0.250,99.625,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,14875.0,14220.0,357.0,980.0,283648000.0,62754816.0,234885120.0,9785884672.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12650.0,293.0,845.0,283901952.0,62754816.0,234885120.0,9785630720.0
0.250,0.125,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10146.0,12736.0,321.0,924.0,283901952.0,62754816.0,234885120.0,9785630720.0
0.125,0.0,99.624,0.251,0.0,0.0,0.0,24576.0,0.0,0.0,10086.0,12736.0,769.0,1924.0,285265920.0,62763008.0,234876928.0,9784266752.0
0.126,0.0,99.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10086.0,12736.0,784.0,1941.0,285040640.0,62763008.0,234885120.0,9784483840.0
