"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu202",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp3-dstat-202.csv --noheaders",,,,"Date:","01 Dec 2016 15:51:41 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
2.144,1.639,94.578,0.0,0.0,1.639,0.0,0.0,0.0,0.0,1191576.0,1272860.0,9618.0,23828.0,260608000.0,39424000.0,170975232.0,12014309376.0
0.126,0.0,99.623,0.0,0.0,0.252,0.0,0.0,0.0,0.0,60076.0,66986.0,1556.0,3016.0,260419584.0,39424000.0,170991616.0,12014481408.0
0.126,0.0,99.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10026.0,12646.0,882.0,2322.0,260255744.0,39424000.0,170991616.0,12014645248.0
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,13018.0,954.0,2173.0,260255744.0,39424000.0,170991616.0,12014645248.0
0.125,0.125,99.124,0.501,0.0,0.125,0.0,69632.0,0.0,0.0,14817.0,14100.0,961.0,2425.0,260108288.0,39432192.0,170987520.0,12014788608.0
0.376,0.376,99.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10112.0,12662.0,929.0,2853.0,259981312.0,39432192.0,170991616.0,12014911488.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10026.0,12646.0,681.0,2070.0,259842048.0,39432192.0,170991616.0,12015050752.0
1.004,0.125,98.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10152.0,12772.0,1419.0,4000.0,260009984.0,39432192.0,170991616.0,12014882816.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10026.0,12646.0,1429.0,5343.0,259911680.0,39432192.0,170991616.0,12014981120.0
0.125,0.125,99.499,0.251,0.0,0.0,0.0,16384.0,0.0,0.0,10026.0,12646.0,953.0,2425.0,259895296.0,39440384.0,170983424.0,12014997504.0
