"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat.csv --noheaders",,,,"Date:","01 Dec 2016 15:43:43 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
2.757,1.880,93.358,0.0,0.0,2.005,0.0,0.0,0.0,0.0,1328443.0,1422788.0,8618.0,21582.0,246280192.0,42614784.0,173395968.0,12023025664.0,
1.513,0.883,95.712,0.378,0.0,1.513,0.0,32768.0,0.0,0.0,894222.0,959214.0,6339.0,15167.0,246620160.0,42622976.0,173424640.0,12022648832.0,
0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28948.0,32826.0,700.0,1780.0,246046720.0,42622976.0,173461504.0,12023185408.0,
0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9882.0,11910.0,889.0,2685.0,246140928.0,42622976.0,173461504.0,12023091200.0,
0.376,0.125,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9764.0,11976.0,830.0,2503.0,246071296.0,42622976.0,173465600.0,12023156736.0,
0.377,0.628,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9790.0,11910.0,669.0,4647.0,247234560.0,42622976.0,173465600.0,12021993472.0,
0.250,0.125,99.625,0.0,0.0,0.0,0.0,28672.0,0.0,0.0,14238.0,13965.0,409.0,1150.0,246738944.0,42622976.0,173465600.0,12022489088.0,
0.125,0.125,99.376,0.375,0.0,0.0,0.0,45056.0,0.0,0.0,9830.0,12058.0,323.0,926.0,246611968.0,42631168.0,173465600.0,12022607872.0,
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10046.0,11926.0,333.0,994.0,246595584.0,42631168.0,173465600.0,12022624256.0,
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.0,11910.0,305.0,891.0,246603776.0,42631168.0,173465600.0,12022616064.0,
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10166.0,12406.0,753.0,1727.0,246603776.0,42631168.0,173465600.0,12022616064.0,
0.126,0.0,99.874,0.0,0.0,0.0,0.0,733184.0,0.0,0.0,9764.0,12012.0,718.0,2013.0,246603776.0,42631168.0,173465600.0,12022616064.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.0,11926.0,760.0,1903.0,246603776.0,42631168.0,173465600.0,12022616064.0,
0.627,0.251,98.996,0.125,0.0,0.0,0.0,32768.0,0.0,0.0,10038.0,12384.0,1097.0,3321.0,246595584.0,42639360.0,173465600.0,12022616064.0,
