"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp2-dstat-203.csv --noheaders",,,,"Date:","20 Jun 2017 11:43:44 BRT"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
1.407,0.895,96.036,0.0,0.0,1.662,0.0,0.0,0.0,0.0,1242828.0,1381990.0,9936.0,24014.0,286326784.0,197517312.0,588120064.0,15641194496.0,
3.409,1.389,93.687,0.126,0.0,1.389,0.0,32768.0,0.0,0.0,1222674.0,1359632.0,10710.0,27022.0,289644544.0,197517312.0,588218368.0,15637778432.0,
2.155,1.648,94.804,0.0,0.0,1.394,0.0,4096.0,0.0,0.0,1256742.0,1397624.0,10916.0,25947.0,290766848.0,197517312.0,588296192.0,15636578304.0,
2.025,1.519,94.810,0.0,0.0,1.646,0.0,0.0,0.0,0.0,1262855.0,1404246.0,10422.0,25040.0,291696640.0,197517312.0,588374016.0,15635570688.0,
2.020,1.263,94.697,0.0,0.0,2.020,0.0,0.0,0.0,0.0,1249668.0,1389650.0,9944.0,24163.0,292933632.0,197517312.0,588455936.0,15634251776.0,
22.745,20.131,49.020,0.0,0.0,8.105,0.0,0.0,0.0,0.0,28182402.0,27516294.0,26131.0,210880.0,312696832.0,197517312.0,588525568.0,15614418944.0,
17.107,13.459,63.396,0.252,0.0,5.786,0.0,20480.0,0.0,0.0,20067692.0,19637562.0,19723.0,147195.0,317534208.0,197517312.0,588550144.0,15609556992.0,
2.408,1.267,94.804,0.0,0.0,1.521,0.0,40960.0,0.0,0.0,1183156.0,1316492.0,10530.0,24234.0,317599744.0,197517312.0,588595200.0,15609446400.0,
2.155,1.141,94.804,0.0,0.0,1.901,0.0,0.0,0.0,0.0,1244315.0,1376483.0,10578.0,25155.0,318021632.0,197517312.0,588677120.0,15608942592.0,
2.278,1.392,94.937,0.0,0.0,1.392,0.0,0.0,0.0,0.0,1231516.0,1369342.0,10331.0,24698.0,319733760.0,197517312.0,588750848.0,15607156736.0,
2.396,1.261,94.578,0.0,0.0,1.765,0.0,0.0,0.0,0.0,1245115.0,1384684.0,10163.0,24475.0,320180224.0,197517312.0,588820480.0,15606640640.0,
2.299,1.149,94.891,0.383,0.0,1.277,0.0,20480.0,0.0,0.0,1238167.0,1377136.0,10460.0,25118.0,321331200.0,197517312.0,588898304.0,15605411840.0,
2.267,1.637,94.081,0.0,0.0,2.015,0.0,4096.0,0.0,0.0,1257077.0,1397658.0,9299.0,23608.0,321744896.0,197517312.0,588976128.0,15604920320.0,
2.290,0.636,95.165,0.0,0.0,1.908,0.0,0.0,0.0,0.0,1226725.0,1364208.0,9317.0,20504.0,322842624.0,197517312.0,589062144.0,15603736576.0,
1.515,1.768,95.455,0.0,0.0,1.263,0.0,0.0,0.0,0.0,941789.0,1046518.0,8452.0,19328.0,326111232.0,197517312.0,589135872.0,15600394240.0,
0.250,0.250,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45452.0,50658.0,805.0,1889.0,325484544.0,197517312.0,589176832.0,15600979968.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9692.0,11898.0,333.0,948.0,325492736.0,197517312.0,589176832.0,15600971776.0,
0.125,0.0,99.625,0.250,0.0,0.0,0.0,24576.0,0.0,0.0,9784.0,11990.0,309.0,890.0,325505024.0,197517312.0,589180928.0,15600955392.0,
0.125,0.250,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14509.0,13969.0,403.0,1203.0,325505024.0,197517312.0,589180928.0,15600955392.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9692.0,11898.0,291.0,847.0,325505024.0,197517312.0,589180928.0,15600955392.0,
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,11898.0,407.0,1172.0,325890048.0,197517312.0,589180928.0,15600570368.0,
