"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp1-dstat-203.csv --noheaders",,,,"Date:","19 Dec 2016 16:54:39 BRST"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
2.049,1.280,94.622,0.0,0.0,2.049,0.0,0.0,0.0,0.0,1435195.0,1567136.0,10992.0,27819.0,268939264.0,30412800.0,221765632.0,11964198912.0
2.149,1.517,93.932,0.0,0.0,2.402,0.0,0.0,0.0,0.0,1434678.0,1570366.0,10472.0,26381.0,269910016.0,30412800.0,221835264.0,11963158528.0
3.885,1.378,93.108,0.0,0.0,1.629,0.0,0.0,0.0,0.0,1415981.0,1549924.0,10327.0,28895.0,271028224.0,30412800.0,221900800.0,11961974784.0
2.662,1.394,93.916,0.127,0.0,1.901,0.0,24576.0,0.0,0.0,1420996.0,1555532.0,10341.0,26062.0,272216064.0,30420992.0,221966336.0,11960713216.0
3.250,1.625,93.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,1418445.0,1552384.0,10174.0,26019.0,273301504.0,30420992.0,222044160.0,11959549952.0
2.778,1.136,94.066,0.0,0.0,2.020,0.0,0.0,0.0,0.0,1420249.0,1554146.0,10209.0,25916.0,274104320.0,30420992.0,222113792.0,11958677504.0
2.743,2.120,92.768,0.0,0.0,2.369,0.0,61440.0,0.0,0.0,1432953.0,1568158.0,10302.0,26399.0,275660800.0,30420992.0,222183424.0,11957051392.0
2.538,1.396,94.416,0.0,0.0,1.650,0.0,0.0,0.0,0.0,1423500.0,1558421.0,10066.0,25825.0,276426752.0,30420992.0,222253056.0,11956215808.0
2.166,1.529,94.268,0.255,0.0,1.783,0.0,24576.0,0.0,0.0,1438114.0,1573913.0,10247.0,25878.0,277725184.0,30429184.0,222314496.0,11954847744.0
3.500,1.875,92.625,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1418590.0,1551391.0,9500.0,23002.0,278392832.0,30429184.0,222388224.0,11954106368.0
2.152,1.266,94.177,0.0,0.0,2.405,0.0,0.0,0.0,0.0,1431987.0,1566360.0,9139.0,22171.0,279830528.0,30429184.0,222461952.0,11952594944.0
2.423,1.403,94.643,0.0,0.0,1.531,0.0,0.0,0.0,0.0,1421854.0,1556034.0,9369.0,22785.0,280027136.0,30429184.0,222535680.0,11952324608.0
2.682,1.277,94.636,0.0,0.0,1.405,0.0,0.0,0.0,0.0,1414340.0,1547742.0,9414.0,25602.0,281645056.0,30429184.0,222601216.0,11950641152.0
0.508,0.0,98.983,0.0,0.0,0.508,0.0,0.0,0.0,0.0,459102.0,503647.0,3615.0,8348.0,281690112.0,30429184.0,222674944.0,11950522368.0
0.250,0.0,99.500,0.250,0.0,0.0,0.0,20480.0,0.0,0.0,10020.0,12634.0,344.0,978.0,281239552.0,30437376.0,222691328.0,11950948352.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12650.0,313.0,947.0,281231360.0,30437376.0,222691328.0,11950956544.0
0.125,0.125,99.625,0.0,0.0,0.125,0.0,16384.0,0.0,0.0,10152.0,12766.0,299.0,856.0,281227264.0,30437376.0,222695424.0,11950956544.0
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12650.0,295.0,877.0,281227264.0,30437376.0,222695424.0,11950956544.0
0.501,0.125,99.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10086.0,12700.0,634.0,1904.0,281227264.0,30437376.0,222695424.0,11950956544.0
0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12634.0,700.0,2058.0,281219072.0,30437376.0,222695424.0,11950964736.0
0.626,0.125,98.999,0.250,0.0,0.0,0.0,32768.0,0.0,0.0,14483.0,14749.0,808.0,2416.0,281337856.0,30445568.0,222695424.0,11950837760.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,10080.0,12710.0,326.0,898.0,281337856.0,30445568.0,222695424.0,11950837760.0
0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10182.0,12734.0,405.0,2914.0,281313280.0,30445568.0,222695424.0,11950862336.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10112.0,12634.0,462.0,1256.0,281313280.0,30445568.0,222695424.0,11950862336.0
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10198.0,12634.0,741.0,1958.0,281313280.0,30445568.0,222695424.0,11950862336.0
0.125,0.125,99.499,0.251,0.0,0.0,0.0,32768.0,0.0,0.0,10020.0,12634.0,792.0,2018.0,281313280.0,30453760.0,222687232.0,11950862336.0
0.125,0.0,99.749,0.0,0.0,0.125,0.0,1368064.0,0.0,0.0,10020.0,12650.0,767.0,1990.0,281305088.0,30453760.0,222695424.0,11950862336.0
0.125,0.0,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10122.0,12716.0,727.0,1894.0,281305088.0,30453760.0,222695424.0,11950862336.0
0.628,0.503,98.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10434.0,12700.0,1295.0,3545.0,281329664.0,30453760.0,222695424.0,11950837760.0
