"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu203",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp1-dstat-203.csv --noheaders",,,,"Date:","20 Jun 2017 11:35:08 BRT"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
1.911,1.146,95.287,0.0,0.0,1.656,0.0,4096.0,0.0,0.0,1209755.0,1345794.0,10008.0,24027.0,277127168.0,197517312.0,586407936.0,15652106240.0,
2.276,1.517,94.690,0.0,0.0,1.517,0.0,0.0,0.0,0.0,1198773.0,1330609.0,10459.0,24352.0,278319104.0,197517312.0,586481664.0,15650840576.0,
2.008,1.129,94.856,0.0,0.0,2.008,0.0,0.0,0.0,0.0,1211019.0,1346990.0,9594.0,23503.0,280784896.0,197517312.0,586555392.0,15648301056.0,
1.781,0.763,95.547,0.254,0.0,1.654,0.0,24576.0,0.0,0.0,1202235.0,1337352.0,9745.0,23520.0,281468928.0,197517312.0,586629120.0,15647543296.0,
1.901,1.267,95.437,0.0,0.0,1.394,0.0,0.0,0.0,0.0,1183556.0,1316428.0,9621.0,23107.0,282636288.0,197517312.0,586702848.0,15646302208.0,
1.906,0.889,95.680,0.0,0.0,1.525,0.0,12288.0,0.0,0.0,1213667.0,1350044.0,9898.0,24026.0,283762688.0,197517312.0,586776576.0,15645102080.0,
2.548,0.892,95.032,0.0,0.0,1.529,0.0,0.0,0.0,0.0,1199258.0,1333988.0,10358.0,24992.0,284409856.0,197517312.0,586850304.0,15644381184.0,
2.023,1.643,94.943,0.0,0.0,1.391,0.0,0.0,0.0,0.0,1206891.0,1342448.0,10126.0,24310.0,285630464.0,197517312.0,586928128.0,15643082752.0,
2.658,1.139,94.684,0.253,0.0,1.266,0.0,32768.0,0.0,0.0,1186822.0,1320050.0,9992.0,25927.0,286265344.0,197517312.0,587001856.0,15642374144.0,
1.517,1.770,94.943,0.0,0.0,1.770,0.0,0.0,0.0,0.0,1201833.0,1336998.0,9623.0,23491.0,287113216.0,197517312.0,587079680.0,15641448448.0,
2.010,1.005,94.724,0.0,0.0,2.261,0.0,0.0,0.0,0.0,1211406.0,1347398.0,9675.0,23469.0,288227328.0,197517312.0,587149312.0,15640264704.0,
2.149,1.391,95.196,0.0,0.0,1.264,0.0,0.0,0.0,0.0,1205633.0,1338513.0,9831.0,23430.0,289136640.0,197517312.0,587227136.0,15639277568.0,
1.887,1.509,94.969,0.0,0.0,1.635,0.0,0.0,0.0,0.0,1192840.0,1325942.0,9701.0,23517.0,289406976.0,197517312.0,587300864.0,15638933504.0,
1.399,1.018,96.183,0.127,0.0,1.272,0.0,20480.0,0.0,0.0,1108201.0,1232401.0,8932.0,21377.0,290557952.0,197517312.0,587374592.0,15637708800.0,
0.125,0.125,99.624,0.0,0.0,0.125,0.0,0.0,0.0,0.0,72030.0,79890.0,1180.0,2486.0,290566144.0,197517312.0,587403264.0,15637671936.0,
0.125,0.125,99.749,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,10106.0,12554.0,419.0,1231.0,291176448.0,197517312.0,587403264.0,15637061632.0,
0.501,0.125,99.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12570.0,827.0,2507.0,291049472.0,197517312.0,587403264.0,15637188608.0,
0.499,0.250,99.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080.0,12614.0,701.0,2131.0,291045376.0,197517312.0,587407360.0,15637188608.0,
0.126,0.503,99.245,0.126,0.0,0.0,0.0,20480.0,0.0,0.0,10020.0,12554.0,603.0,2269.0,291139584.0,197517312.0,587411456.0,15637090304.0,
0.125,0.125,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,12570.0,310.0,913.0,290615296.0,197517312.0,587411456.0,15637614592.0,
0.501,0.125,99.373,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,10020.0,12554.0,444.0,3981.0,290414592.0,197517312.0,587411456.0,15637815296.0,
