"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu201",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp1-dstat-201.csv --noheaders",,,,"Date:","20 Jun 2017 11:35:29 BRT"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
34.387,4.804,58.913,0.126,0.0,1.770,0.0,53248.0,0.0,0.0,3229438.0,3094061.0,24953.0,120693.0,328331264.0,200265728.0,573235200.0,9265340416.0,
31.559,7.098,58.809,0.127,0.0,2.408,0.0,4096.0,0.0,0.0,3304132.0,3170305.0,25812.0,122727.0,332152832.0,200265728.0,573374464.0,9261379584.0,
34.383,4.912,58.564,0.0,0.0,2.141,0.0,0.0,0.0,0.0,3267846.0,3133307.0,25800.0,123969.0,334512128.0,200265728.0,573493248.0,9258901504.0,
32.791,6.383,58.073,0.125,0.0,2.628,0.0,0.0,0.0,0.0,3283230.0,3148526.0,25537.0,123436.0,339447808.0,200265728.0,573624320.0,9253834752.0,
32.353,6.010,59.591,0.128,0.0,1.918,0.0,0.0,0.0,0.0,3242787.0,3106002.0,25452.0,122507.0,342228992.0,200265728.0,573751296.0,9250926592.0,
33.249,5.584,59.137,0.0,0.0,2.030,0.0,24576.0,0.0,0.0,3270852.0,3135719.0,25077.0,123833.0,344350720.0,200265728.0,573878272.0,9248677888.0,
33.165,6.683,58.260,0.252,0.0,1.639,0.0,4096.0,0.0,0.0,3297108.0,3162863.0,25409.0,124837.0,347713536.0,200265728.0,574009344.0,9245184000.0,
33.163,6.122,59.184,0.0,0.0,1.531,0.0,0.0,0.0,0.0,3270446.0,3135124.0,25870.0,123483.0,350670848.0,200265728.0,574140416.0,9242095616.0,
33.333,5.364,59.515,0.0,0.0,1.788,0.0,0.0,0.0,0.0,3260478.0,3123447.0,25407.0,123799.0,353800192.0,200265728.0,574267392.0,9238839296.0,
32.908,5.230,59.694,0.128,0.0,2.041,0.0,0.0,0.0,0.0,3022722.0,2900718.0,24220.0,117504.0,356179968.0,200265728.0,574394368.0,9236332544.0,
34.591,3.648,61.635,0.0,0.0,0.126,0.0,0.0,0.0,0.0,144052.0,149886.0,5444.0,30102.0,355639296.0,200265728.0,574398464.0,9236869120.0,
34.253,3.639,61.982,0.125,0.0,0.0,0.0,24576.0,0.0,0.0,17776.0,19216.0,2101.0,14965.0,355753984.0,200265728.0,574402560.0,9236750336.0,
33.166,4.005,62.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17756.0,19298.0,2441.0,16727.0,356012032.0,200265728.0,574406656.0,9236488192.0,
33.124,4.266,62.610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17744.0,19270.0,1924.0,13433.0,356130816.0,200265728.0,574406656.0,9236369408.0,
33.083,3.509,63.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22027.0,21205.0,2051.0,15624.0,356077568.0,200265728.0,574410752.0,9236418560.0,
33.458,4.120,62.297,0.125,0.0,0.0,0.0,0.0,0.0,0.0,17624.0,19150.0,1687.0,13281.0,356085760.0,200265728.0,574410752.0,9236410368.0,
33.125,4.250,62.375,0.125,0.0,0.125,0.0,20480.0,0.0,0.0,17624.0,19150.0,2307.0,17425.0,356085760.0,200265728.0,574410752.0,9236410368.0,
