"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lapesdclu201",,,,"User:","friend"
"Cmdline:","dstat -cdgnym --output exp3-dstat-201.csv --noheaders",,,,"Date:","20 Jun 2017 16:51:06 BRT"

"total cpu usage",,,,,,"dsk/total",,"paging",,"net/total",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","in","out","recv","send","int","csw","used","buff","cach","free"
22.194,3.405,72.005,0.252,0.0,2.144,0.0,49152.0,0.0,0.0,1400744.0,1401882.0,7127.0,92607.0,362975232.0,200269824.0,581951488.0,9221976064.0,
22.573,3.279,72.257,0.0,0.0,1.892,0.0,0.0,0.0,0.0,1463824.0,1465038.0,7213.0,99875.0,363110400.0,200269824.0,581951488.0,9221840896.0,
22.653,3.504,71.965,0.0,0.0,1.877,0.0,0.0,0.0,0.0,1381520.0,1382718.0,5853.0,97974.0,362995712.0,200269824.0,581951488.0,9221955584.0,
22.348,3.662,72.348,0.0,0.0,1.641,0.0,0.0,0.0,0.0,1427523.0,1426373.0,7040.0,96799.0,362967040.0,200269824.0,581951488.0,9221984256.0,
21.239,4.046,72.693,0.0,0.0,2.023,0.0,0.0,0.0,0.0,1398036.0,1399234.0,7245.0,92623.0,362967040.0,200269824.0,581951488.0,9221984256.0,
20.659,3.802,73.131,0.0,0.0,2.408,0.0,8192.0,0.0,0.0,1441424.0,1442622.0,7184.0,94450.0,363077632.0,200269824.0,581951488.0,9221873664.0,
22.096,3.662,72.222,0.126,0.0,1.894,0.0,28672.0,0.0,0.0,1482128.0,1483434.0,8258.0,94450.0,362983424.0,200269824.0,581951488.0,9221967872.0,
21.465,3.283,72.980,0.0,0.0,2.273,0.0,0.0,0.0,0.0,1458192.0,1459590.0,9146.0,92403.0,362614784.0,200269824.0,581951488.0,9222336512.0,
23.655,3.254,71.589,0.0,0.0,1.502,0.0,0.0,0.0,0.0,1443788.0,1445170.0,7073.0,101800.0,362586112.0,200269824.0,581951488.0,9222365184.0,
22.236,4.020,71.734,0.0,0.0,2.010,0.0,0.0,0.0,0.0,1404364.0,1405654.0,8051.0,94091.0,362713088.0,200269824.0,581951488.0,9222238208.0,
22.710,3.639,71.895,0.0,0.0,1.757,0.0,1028096.0,0.0,0.0,1445074.0,1446272.0,8846.0,95670.0,363098112.0,200269824.0,581951488.0,9221853184.0,
22.166,3.652,71.914,0.252,0.0,2.015,0.0,36864.0,0.0,0.0,1452370.0,1453584.0,10379.0,95791.0,362844160.0,200269824.0,581955584.0,9222103040.0,
21.482,3.894,72.236,0.0,0.0,2.387,0.0,0.0,0.0,0.0,1482956.0,1484170.0,9047.0,98456.0,362733568.0,200269824.0,581955584.0,9222213632.0,
22.278,3.755,71.840,0.0,0.0,2.128,0.0,0.0,0.0,0.0,1489859.0,1488709.0,8361.0,96287.0,362852352.0,200269824.0,581955584.0,9222094848.0,
